mpid	log($PF_p$)	$\Delta{\bar N_{\rm{U}}}$	${\bar N_{\rm{U}}}$	${\bar N_{{\rm{pU}}}}$	${L_0}$	${L_2}$	$SG$	$\bar N$	${E_{\rm{g}}}$	${\bar T_{\rm{M}}}$	 $\bar N_{{\rm{pU}}}$	${\chi ^{\max }}$	${\chi _{{\rm{range}}}}$
mp-572465	-2.276544903	0.9	2.5	1.8	4	0.64807407	14	17.9	0.1336	650.253	0.476190476	2.58	0.92
mp-554808	-3.003053814	0.478632479	1.333333333	0.769230769	4	0.638971066	14	6.512820513	3.1145	61.30512821	0.52173913	3.44	1.48
mp-30989	-4.102961529	0.498269896	2.352941176	2.352941176	3	0.746386914	14	10.23529412	3.652	83.22823529	0.58490566	3.44	1.48
mp-770558	-2.804102284	0.7	2.5	2	3	0.734846923	14	11.1	1.2825	253.72	0.576271186	3.44	1.89
mp-696291	-2.37263486	0.622222222	1.733333333	1.466666667	4	0.614636297	14	7.466666667	3.3332	87.548	0.513513514	3.44	1.79
mp-562338	-2.638273486	3.9375	4.25	1.75	3	0.77055175	14	21.75	2.0169	278.85	0.482758621	3.44	2.06
mp-776965	-2.518558374	0.428571429	2	1.785714286	4	0.630840062	14	12.71428571	4.0902	220.6707143	0.539473684	3.44	2.51
mp-29467	-2.787814261	0.426035503	2.307692308	2.307692308	3	0.600788437	14	16.15384615	3.4478	236.9230769	0.461538462	3.44	1.25
mp-510458	-2.559092019	1.111111111	2.666666667	2.333333333	3	0.577350269	14	4.666666667	3.5886	1300.02	0.5	3.04	0.84
mp-7651	-2.201349838	1.777777778	3.333333333	2	3	0.707106781	14	22.66666667	4.646	654.8666667	0.5625	3.44	2.14
mp-771843	-2.443698343	1.041420118	2.846153846	1.692307692	3	0.674997261	14	13	2.8782	433.0769231	0.481012658	3.44	1.89
mp-561329	-2.655609102	0.571428571	2	2	4	0.515078754	14	16.28571429	1.7679	248.5742857	0.538461538	3.16	0.61
mp-759926	-3.209719763	1.685950413	2.909090909	2	4	0.609836721	14	7.818181818	2.9843	715.7436364	0.541666667	3.44	2.46
mp-28176	-2.735183829	0.284023669	1.076923077	1.076923077	3	0.788226982	14	24.61538462	1.5543	383.7976923	0.517857143	3.16	1.06
mp-555232	-3.392552483	4.387755102	4.642857143	1.75	4	0.737134551	14	20.57142857	1.8117	290.4853571	0.55625	3.44	2.46
mp-768756	-2.58670141	1.259259259	2.777777778	2.666666667	4	0.633430792	14	10.77777778	3.585	763.3211111	0.452830189	3.44	2.46
mp-31362	-2.655609102	1.44	1.8	0.6	3	0.678232998	14	17.4	5.2411	394.121	0.625	3.16	2.23
mp-28179	-3.070584651	1.3125	1.75	0.75	3	0.77055175	14	23.25	2.902	586.30875	0.483870968	3.16	2.23
mp-540737	-2.438899451	0.90625	2.25	1.5	4	0.631219059	14	9.125	3.2062	206.99	0.583333333	3.44	2.11
mp-31004	-2.209715329	0.489795918	2.285714286	2.285714286	3	0.654653671	14	16.28571429	2.6914	214.4285714	0.52	3.44	1.48
mp-699535	-2.886058987	0.98	1.7	1.1	4	0.721110255	14	18.5	1.8317	454.036	0.641791045	3.44	1.28
mp-554964	-3.064496261	3.396433471	4.518518519	1.666666667	4	0.685935525	14	21.62962963	4.6935	457.1185185	0.5	3.44	2.31
mp-29200	-3.124364111	0.5	2	1.75	3	0.612372436	14	10.5	2.5629	127.295	0.611111111	3.44	2.62
mp-32465	-3.44010175	0.916666667	2.5	1.833333333	4	0.697216689	14	10	1.9495	309.1408333	0.59375	3.44	2.46
mp-772526	-2.991402808	1.130193906	2.315789474	1.736842105	4	0.593127772	14	6.842105263	1.2227	619.9126316	0.513157895	3.44	2.46
mp-583072	-3.520003124	0	2	2	1	1	14	16	2.4349	388.36	0.666666667	2.58	0
mp-568203	-2.6516965	0.951111111	2.466666667	1.8	4	0.64978629	14	31.93333333	1.7402	539.5973333	0.272727273	2.55	1.73
mp-557863	-3.01367936	0.462222222	2.133333333	1.866666667	5	0.608174764	14	16.35555556	1.8307	306.8617778	0.409937888	3.44	2.62
mp-561449	-3.164313867	0.888888889	1.666666667	1	3	0.707106781	14	20	0.6909	595.8	0.428571429	3.98	1.78
mp-647366	-2.882731025	0	1	0.833333333	3	0.707106781	14	23.33333333	2.2088	234.9633333	0.543478261	3.16	2.34
mp-722880	-3.795899018	0.956734694	2.114285714	1.485714286	6	0.507092553	14	10.45714286	2.9463	586.7491429	0.414634146	3.44	2.55
mp-28178	-2.946924247	1.3125	1.75	0.75	3	0.77055175	14	19.25	2.2385	518.80875	0.625	3.16	2.23
mp-770906	-3.206214503	1.25	2.5	1.833333333	4	0.589255651	14	7.666666667	1.3439	658.7391667	0.5	3.44	2.46
mp-601211	-3.173282011	1.1776	1.92	1.44	5	0.558569602	14	7.28	1.3255	842.498	0.466666667	3.16	1.11
mp-14131	-3.187759987	0.533333333	2	1.866666667	4	0.614636297	14	11.73333333	2.074	212.7806667	0.55	3.44	2.62
mp-6245	-2.774692528	1.58677686	2.636363636	1.136363636	4	0.61991735	14	16.54545455	3.4222	608.8068182	0.509615385	3.98	3.16
mp-722237	-2.982969584	1.565217391	2	1.304347826	3	0.744227946	14	2.173913043	3.4994	690.093913	0.166666667	2.2	0.63
mp-27556	-2.742323105	1.68	2.8	1.2	3	0.663324958	14	24	3.319	643.198	0.5	3.44	2.65
mp-706664	-3.246422303	1.965973535	2.739130435	2.173913043	2	0.713096499	14	2.739130435	3.409	1028.788261	0.23255814	2.2	0.16
mp-604337	-3.177836499	1.041420118	2.153846154	1.846153846	3	0.692307692	14	8.307692308	3.2896	88.82	0.428571429	3.04	1.35
mp-540939	-2.504456633	1.777777778	4	3.111111111	3	0.638284739	14	45.55555556	2.5099	644.7155556	0.147058824	2.58	1.04
mp-1806	-2.866463327	0.375	1.75	1.5	2	0.790569415	14	15.25	0.8986	119.215	0.631578947	3.44	2.62
mp-30977	-3.002616674	1.944444444	2.666666667	2.166666667	3	0.656167323	14	5.5	3.015	1007.488333	0.263157895	2.96	0.92
mp-30184	-3.360520484	1.361111111	2.833333333	2.5	3	0.6770032	14	4.5	2.0704	2239.32	0.473684211	3.44	1.24
mp-744148	-3.376757948	0.653061224	1.857142857	1.238095238	4	0.619047619	14	6.047619048	2.5078	109.7704762	0.541176471	3.44	1.89
mp-568773	-3.681951281	0.9609375	3.1875	2.625	4	0.565961571	14	9.9375	1.801	1656.618125	0.476190476	3.04	2.22
mp-555435	-2.991402808	0.6	2	2	4	0.547722558	14	17.2	1.6238	247.264	0.571428571	3.16	0.58
mp-733848	-3.411176109	0.949245542	2.148148148	1.481481481	6	0.509175077	14	12.07407407	2.7675	595.2037037	0.373333333	3.44	1.75
mp-19491	-3.798621996	0.568047337	1.846153846	1.692307692	4	0.657231057	14	18	3.8444	369.3076923	0.527777778	3.44	2.55
mp-706937	-3.583371141	1.98	2.8	2.25	2	0.71063352	14	2.8	3.319	1064.3055	0.236842105	2.2	0.16
mp-709069	-2.617984218	1.048442907	2.352941176	1.617647059	6	0.559596988	14	7.647058824	2.5384	407.7394118	0.568493151	3.44	1.9
mp-762336	-3.696819068	0.432098765	2.222222222	2.166666667	4	0.707106781	14	11.66666667	3.9234	182.4594444	0.583333333	3.44	2.46
mp-32022	-2.774692528	0.710743802	2.363636364	1.818181818	4	0.674199862	14	10.36363636	1.7032	271.8990909	0.566666667	3.44	2.46
mp-781016	-3.372641313	0.728407908	1.806451613	0.838709677	3	0.6296523	14	8.064516129	2.3295	461.5503226	0.419354839	3.44	2.46
mp-568590	-3.886080034	1.09375	1.875	1.875	4	0.661437828	14	18.625	2.0104	705.97875	0.559322034	3.16	1.11
mp-31302	-3.730503401	0.72	2.2	2	3	0.663324958	14	9.8	4.2352	864.786	0.608695652	3.44	2.62
mp-638206	-3.286515337	1.057777778	2.133333333	2.133333333	4	0.577350269	14	13.2	3.7933	415.22	0.659090909	3.16	0.97
mp-849265	-2.610835157	0.446280992	2.181818182	2.090909091	4	0.674199862	14	12.72727273	3.3847	215.97	0.544117647	3.44	2.46
mp-559873	-3.7212624	0.75	2	2	5	0.5	14	9	4.708	568.06375	0.666666667	3.98	1.43
mp-744996	-4.449857291	0.699167658	1.724137931	1.137931034	4	0.600237765	14	5.103448276	0.7758	95.60655172	0.5	3.44	1.56
mp-556325	-2.756963688	0.446280992	1.272727273	1.272727273	4	0.623241327	14	17.27272727	3.9703	240.7690909	0.553191489	3.98	1.88
mp-766204	-3.129600192	1.015625	2.125	1.8125	6	0.467707173	14	7.125	4.6201	571.414375	0.455882353	3.44	1.79
mp-30010	-3.369579245	0.419753086	1.111111111	1.111111111	3	0.793492048	14	14.66666667	2.5145	175.5877778	0.536585366	3.98	1.8
mp-556303	-2.735183829	0.199445983	2.052631579	2	4	0.676064873	14	22.47368421	0.556	267.3773684	0.341463415	3.44	1.54
mp-744577	-2.26520073	0.578512397	2.272727273	1.818181818	4	0.674199862	14	10.27272727	2.4172	258.4736364	0.557377049	3.44	1.61
mp-778355	-2.467246513	2	2	0.714285714	3	0.742307489	14	38.57142857	3.8007	589.7142857	0.277777778	2.96	2.07
mp-760002	-3.16178519	0	1	0.583333333	3	0.656167323	14	10.83333333	0.4478	370.9258333	0.472972973	3.98	3
mp-28349	-3.007449575	0.64	1.8	1.4	3	0.6	14	5	3.4151	40.134	0.578947368	3.44	1.24
mp-558254	-2.826815772	0.714285714	2	2	4	0.543983793	14	12.14285714	1.8969	225.9385714	0.595744681	3.98	1.8
mp-772272	-3.045278583	1.256198347	2.545454545	1.272727273	3	0.686348585	14	10	2.5043	513.7254545	0.5	3.44	2.46
mp-27212	-3.452233907	0.395061728	1.222222222	1.222222222	3	0.842541716	14	16.11111111	3.8902	166.495	0.565789474	3.98	1.93
mp-27200	-2.514279567	1.9296875	2.625	2.03125	2	0.719429027	14	2.625	2.7671	962.1934375	0.224137931	2.2	0.16
mp-680326	-3.085660546	0.5	3	3	4	0.530330086	14	10	3.2771	1116.14625	0.6	3.04	0.85
mp-759603	-2.798604788	0.989619377	1.764705882	1.235294118	4	0.619744338	14	4.941176471	4.6867	271.0317647	0.519230769	3.16	0.96
mp-554711	-3.80689489	1	2	2	3	0.612372436	14	14	2.9642	1138.64	0.666666667	3.16	0.61
mp-19487	-3.212544484	0.733727811	2.076923077	1.692307692	4	0.657231057	14	17.76923077	4.1325	353.2307692	0.550724638	3.44	2.55
mp-585241	-2.982969584	0.432098765	2.222222222	2.166666667	4	0.698322505	14	17.22222222	0.5201	175.1105556	0.431506849	3.44	2.46
mp-540415	-3.353603136	0.710743802	2.363636364	1.818181818	4	0.674199862	14	10.36363636	1.2335	271.8990909	0.566666667	3.44	2.46
mp-561235	-3.712213941	0.673469388	1.428571429	1.428571429	4	0.795394909	14	11	4.5981	420.7042857	0.62745098	3.98	1.8
mp-774742	-2.340084465	1.35	2.7	1.65	4	0.644204936	14	9.6	4.6105	329.9285	0.59375	3.44	2.46
mp-6537	-3.101278656	0.76	2.1	2	4	0.64807407	14	16.1	0.3338	522.437	0.363636364	3.44	2.44
mp-614997	-3.732844705	0.31758034	1.913043478	1.913043478	4	0.723622477	14	16.95652174	2.0416	326.7321739	0.626666667	3.44	1.48
mp-774386	-3.950809121	0.936979786	2.344827586	1.517241379	5	0.598253503	14	9.310344828	2.84	332.7386207	0.542857143	3.44	2.46
mp-777481	-3.220408559	0.719008264	1.090909091	0.681818182	3	0.735746093	14	40.90909091	4.0156	535.7272727	0.277777778	2.96	2.07
mp-780326	-2.371611785	0.345679012	1.777777778	1.555555556	3	0.711458249	14	20.22222222	0	314.5	0.425	3.44	1.53
mp-772240	-2.413413483	0.531855956	1.842105263	1.263157895	5	0.588438941	14	7.736842105	4.4505	200.3757895	0.564705882	3.44	2.46
mp-559303	-2.696805455	0.979591837	1.857142857	1.428571429	4	0.630840062	14	17.14285714	0.4987	397.1414286	0.644444444	3.16	1
mp-21533	-3.028263653	0.578512397	2.272727273	2.181818182	4	0.674199862	14	17.90909091	0.6362	270.5981818	0.395604396	3.44	1.54
mp-567956	-2.882731025	0.96	1.8	1.8	4	0.64807407	14	20.8	1.637	238.356	0.456521739	3.16	1.35
mp-567060	-2.879428372	1.222222222	2.166666667	2.166666667	4	0.577350269	14	26.5	1.8937	381.32	0.306666667	3.04	1.43
mp-559291	-2.22694582	0.84	2.7	2.7	4	0.64807407	14	16.9	2.3293	547.926	0.452054795	3.44	1.48
mp-777898	-2.59516748	0.833333333	1.5	0.666666667	3	0.707106781	14	10.83333333	3.5555	413.115	0.540540541	3.98	3
mp-758063	-2.974697003	1.107438017	2.636363636	1.818181818	4	0.674199862	14	10.09090909	0.2809	310.2627273	0.596491228	3.44	2.46
mp-3768	-3.312477281	0.5625	2.25	2.125	3	0.637377439	14	9	2.8629	93.11	0.625	3.44	2.62
mp-705061	-2.607304278	2.826666667	3.6	1.333333333	4	0.696020434	14	27.6	1.0355	787.724	0.3125	3.44	2.06
mp-752620	-2.863281652	1.48	1.6	0.7	3	0.734846923	14	39.6	3.8349	565.96	0.277777778	2.96	2.07
mp-558716	-3.226950434	1.25	2	1.25	4	0.661437828	14	22.75	1.0159	625.55125	0.484848485	3.16	0.8
mp-733650	-2.96657906	0.484429066	1.588235294	1.176470588	4	0.60276181	14	9.823529412	0.25	168.7194118	0.412371134	3.44	1.54
mp-744580	-2.406714709	0.90625	2.375	1.25	4	0.661437828	14	16.625	2.4551	529.75125	0.392156863	3.44	2.2
mp-683955	-3.316959269	1.086419753	2.555555556	1.666666667	4	0.693888666	14	22.55555556	1.7349	697.11	0.442622951	2.58	1.76
mp-23398	-3.375725125	0.875	1.5	1.5	3	0.77055175	14	9.5	3.3486	355.075	0.692307692	3.98	1.94
mp-554353	-3.730503401	1.146666667	2.4	1.866666667	4	0.545690185	14	13.73333333	1.4906	311.1793333	0.636363636	3.16	1.62
mp-560929	-3.568647496	0.9	1.5	0.6	3	0.678232998	14	11.1	3.8046	361.361	0.588235294	3.98	3.05
mp-643086	-3.23433666	0.888888889	3	2.666666667	5	0.484322105	14	12.22222222	2.1966	1373.293333	0.574468085	3.44	1.28
mp-510036	-2.59006806	0.571428571	2.333333333	1.904761905	4	0.701472374	14	12.04761905	0	334.1033333	0.519083969	3.44	1.61
mp-850763	-2.767005668	0.842975207	2.454545455	1.818181818	4	0.674199862	14	10.27272727	1.9637	331.99	0.576271186	3.44	2.46
mp-721471	-3.04335478	0.583333333	1.583333333	1.166666667	5	0.552770798	14	8.083333333	0.2504	171.5508333	0.49122807	3.98	2.08
mp-17699	-3.232107572	1.107266436	2.647058824	2.352941176	4	0.647058824	14	15.58823529	0.6668	872.81	0.396396396	3.44	2.2
mp-555888	-4.052110655	0.727272727	2	2	4	0.552978412	14	8.727272727	6.1979	769.7781818	0.666666667	3.98	1.43
mp-652318	-3.823929009	1.075445816	3.037037037	2.518518519	5	0.550595139	14	13.03703704	1.5163	1724.296296	0.408602151	3.44	1.78
mp-18838	-2.982969584	0.743801653	1.818181818	1.181818182	5	0.506160397	14	12.54545455	1.5128	269.1018182	0.583333333	3.98	3.16
mp-662721	-4.051132437	1.2	3	2.5	4	0.583095189	14	15.2	2.3319	1832.805	0.453125	3.44	1.54
mp-672675	-2.486783333	0.285714286	2	2	4	0.622699849	14	10.28571429	0	120.3157143	0.666666667	3.44	0.86
mp-767297	-3.801362154	0.91966759	2.052631579	1.368421053	6	0.507560566	14	6.473684211	3.3894	547.3210526	0.492753623	3.44	1.89
mp-14665	-2.982969584	1.236111111	2.583333333	1.666666667	4	0.697216689	14	14.58333333	5.6585	237.1375	0.597014925	3.44	2.62
mp-746691	-4.082531252	0.533333333	1.4	0.666666667	4	0.614636297	14	6.733333333	1.962	162.832	0.472727273	3.44	1.56
mp-555707	-2.714444266	0.36	2.1	2.1	4	0.547722558	14	11.1	1.3409	189.744	0.661016949	3.98	1.4
mp-772644	-2.835649226	1.213296399	2.368421053	1.736842105	4	0.593127772	14	6.789473684	2.3421	654.7021053	0.52	3.44	2.46
mp-27202	-3.126102466	1.944444444	3.055555556	2.611111111	3	0.671280332	14	3.833333333	4.1569	1201.802222	0.317073171	2.58	0.54
mp-744534	-2.850783043	0.934256055	1.882352941	1	5	0.573340844	14	5.529411765	2.3689	161.6870588	0.516666667	3.98	2.35
mp-561190	-2.671621824	0.277777778	1.833333333	1.666666667	4	0.697216689	14	15.5	1.7535	243.61	0.465116279	3.44	2.51
mp-560745	-3.530188289	0.4	2.2	2.15	3	0.744983221	14	11.3	1.9354	120.989	0.529850746	3.44	0.9
mp-600220	-3.389347288	0.880886427	2.157894737	1.842105263	4	0.593127772	14	7.631578947	3.751	656.6321053	0.505882353	3.44	1.66
mp-569608	-3.612622633	1.166666667	2	2	4	0.634647759	14	14	3.0652	359.1583333	0.666666667	3.16	1.12
mp-621953	-3.744744385	1.2	3	2.5	4	0.583095189	14	18.4	2.3523	1935.705	0.371794872	3.44	1.54
mp-770362	-3.111824439	1.5	2.666666667	1.833333333	4	0.589255651	14	8.833333333	2.2165	478.3175	0.52	3.44	2.46
mp-560649	-2.468521977	1.32	2.8	1.8	4	0.64807407	14	20.2	2.6642	449.429	0.6	2.58	1.76
mp-558847	-2.545156207	1.222222222	2.166666667	2.166666667	4	0.577350269	14	23.5	1.8892	363.7133333	0.353846154	3.04	1.43
mp-542782	-3.340090452	1.017301038	2.058823529	1.588235294	4	0.561140707	14	4.176470588	3.0245	702.0370588	0.509433962	3.44	1.24
mp-29426	-3.332553585	3.234375	3.875	1.0625	3	0.65550553	14	42.75	0.6359	1257.665625	0.278409091	2.66	1.44
mp-768402	-2.241845909	1.702422145	1.764705882	0.705882353	3	0.737056711	14	39.17647059	3.5141	575.7411765	0.277777778	2.96	2.07
mp-19482	-2.946924247	0.899408284	2.384615385	1.692307692	4	0.657231057	14	10.69230769	2.573	307.5184615	0.584615385	3.44	2.51
mp-27722	-2.525784756	0.444444444	2	2	3	0.711458249	14	17.33333333	1.237	476.0344444	0.535714286	3.04	0.84
mp-705134	-3.754504605	1.494809689	3.058823529	2	3	0.737056711	14	18.82352941	3.7072	600.3	0.431034483	3.44	1.66
mp-707239	-2.575119506	0.941828255	1.894736842	1.473684211	6	0.507560566	14	9.684210526	2.5441	516.4526316	0.387755102	3.04	0.84
mp-672342	-3.018637664	0.59375	1.25	1.25	4	0.631219059	14	15.875	2.1828	132.08125	0.550724638	3.98	1.8
mp-540829	-3.36452329	0.833333333	1.5	0.833333333	2	0.849836586	14	14.83333333	0.6512	479.0833333	0.581395349	3.98	1.78
mp-679967	-3.073661155	1.59375	2.75	1.4375	3	0.678923781	14	35.5	1.2001	874.2125	0.243362832	2.96	1.36
mp-744527	-3.539112676	0.718089991	1.696969697	1.090909091	5	0.599203634	14	5.272727273	1.1817	102.6112121	0.490909091	3.44	1.56
mp-27735	-2.735183829	1.125	1.75	1.75	3	0.77055175	14	23	3.9056	279.53625	0.485714286	3.16	1.35
mp-734042	-3.340090452	0.609053498	1.555555556	1.111111111	4	0.633971954	14	4.962962963	3.5073	69.43777778	0.5625	3.44	2.13
mp-568653	-3.187759987	0.84	1.7	1.3	4	0.64807407	14	20.3	0.0779	389.165	0.471264368	3.16	1.33
mp-780181	-3.696819068	1.373961219	2.736842105	1.368421053	3	0.723564583	14	11.68421053	1.7359	535.4810526	0.5	3.44	2.51
mp-571011	-2.739930282	0	1	0.8	2	0.824621125	14	53.4	1.7847	369.798	0.289855072	2.66	1.87
mp-540668	-3.052569709	1.333333333	3	3	2	0.745355992	14	12.33333333	2.5545	1041.573333	0.6	2.58	0.54
mp-760798	-3.294998037	0	1	0.625	3	0.684653197	14	10	0.7905	316.58125	0.520833333	3.98	3
mp-640748	-4.067054653	0.987654321	3.111111111	2.666666667	3	0.638284739	14	14.66666667	2.9225	2090.8	0.387096774	3.44	1.24
mp-772525	-2.562250547	1.047091413	2.263157895	1.736842105	4	0.593127772	14	6.894736842	2.0524	635.2810526	0.506493506	3.44	2.46
mp-558863	-2.749581706	1.04	2.1	1.65	4	0.574456265	14	4.3	5.2406	978.907	0.515625	3.44	1.24
mp-556419	-2.804102284	1	2	1.166666667	3	0.623609564	14	19.66666667	3.4309	621.5166667	0.425925926	3.98	2.08
mp-554379	-4.74489642	0.295857988	1.076923077	1.076923077	3	0.853118193	14	14.30769231	2.025	141.5230769	0.581818182	3.98	1.8
mp-560450	-3.84165862	0.684444444	1.466666667	1.466666667	4	0.751295178	14	14.93333333	3.5649	189.8313333	0.576271186	3.98	1.93
mp-561244	-3.17980314	0.673469388	1.428571429	1.428571429	5	0.670059394	14	12.14285714	3.8104	437.5757143	0.62745098	3.98	1.8
mp-560589	-3.193146713	1.076923077	2	1.461538462	6	0.527358046	14	16.15384615	2.1919	365.0046154	0.519607843	3.98	2.38
mp-540626	-4.211174319	0.498866213	1.523809524	1.047619048	4	0.619047619	14	10.57142857	3.6085	150.5609524	0.446428571	3.44	1.53
mp-557123	-3.213963766	0.765306122	2.214285714	2	4	0.630840062	14	11.21428571	0.758	542.7792857	0.520547945	3.44	2.51
mp-605684	-2.790486862	0.974358974	2	1.666666667	5	0.531085005	14	5.487179487	4.0947	977.7841026	0.528985507	3.44	2.13
mp-745012	-2.528709316	0.297520661	2.181818182	1.818181818	3	0.686348585	14	12.90909091	3.5898	406.7454545	0.472222222	3.44	1.53
mp-651122	-3.443705944	1.048442907	3.176470588	2.735294118	4	0.630812076	14	10.82352941	1.7846	1860.835294	0.465	3.44	1.89
mp-6219	-2.974697003	0.75	3	2.625	4	0.565961571	14	10.125	4.3264	1630.868125	0.454545455	3.04	2.22
mp-704542	-3.154906303	1.2352	3.12	2.64	5	0.578273292	14	15.6	2.1698	1916.44	0.382978723	3.44	1.43
mp-771698	-2.480172924	2.4	4	2.2	3	0.663324958	14	18.8	4.5704	458.174	0.541666667	3.44	2.34
mp-558865	-3.090982895	0.545454545	2	2	4	0.537825435	14	15.45454545	0.956	250.1263636	0.578947368	3.16	0.61
mp-31979	-2.173925651	0.59833795	2.263157895	1.894736842	4	0.676064873	14	9.842105263	3.9523	229.1147368	0.594059406	3.44	2.46
mp-771918	-2.917217142	0.839506173	2.111111111	1.333333333	5	0.532870169	14	9.666666667	3.5993	335.1533333	0.533333333	3.98	3
mp-29124	-3.210424223	0.625	1.5	1.5	3	0.684653197	14	20	2.6844	238.63125	0.5	3.16	0.61
mp-3962	-2.305395415	1.888888889	3.333333333	1.833333333	3	0.707106781	14	17.33333333	4.486	288.25	0.59375	3.44	2.34
mp-556297	-3.749597077	0.8	2	1.6	4	0.547722558	14	15.6	1.2118	378.858	0.59375	3.16	1.33
mp-696056	-2.777285349	0.938271605	2.444444444	2.148148148	7	0.427131948	14	11.48148148	1.5465	1056.539259	0.46969697	3.44	2.62
mp-641112	-2.970619063	1	2	1.166666667	3	0.623609564	14	19.66666667	3.2953	621.5166667	0.425925926	3.98	2.08
mp-554876	-3.279846488	0.833333333	2	2	6	0.5	14	11.5	2.8282	511.51	0.585365854	3.98	1.8
mp-5152	-2.173277933	2.5	4	1.75	3	0.684653197	14	21	4.4965	543.375	0.55	3.44	2.34
mp-555259	-2.863281652	2.777777778	3.666666667	2	4	0.697216689	14	28.5	1.9932	324.3608333	0.368421053	3.44	2.06
mp-707811	-3.391481454	1.12244898	1.714285714	0.714285714	5	0.571428571	14	7.571428571	5.7763	185.5292857	0.571428571	3.98	2.65
mp-572741	-3.026413608	2.09375	3.25	1.9375	4	0.718070331	14	17.5	2.3902	204.018125	0.602272727	3.44	2.65
mp-704546	-3.315160919	1.256198347	2.545454545	1.272727273	4	0.674199862	14	13.81818182	2.6639	493.3572727	0.5	3.44	2.62
mp-708969	-3.055027543	1.289271163	2.085106383	1.574468085	6	0.588481561	14	6.042553191	1.7153	1054.995532	0.371794872	3.04	0.85
mp-767617	-3.392552483	1.666666667	2	0.666666667	3	0.707106781	14	10.33333333	2.3555	475.115	0.588235294	3.98	3
mp-567256	-3.716714605	1.038062284	1.705882353	1.147058824	6	0.604195252	14	7.823529412	2.156	745.9394118	0.425	3.16	0.97
mp-679969	-4.17526905	1.102040816	2.285714286	2.285714286	4	0.553283335	14	12.28571429	3.6218	683.0285714	0.65	3.16	0.97
mp-19520	-3.935568219	1.750865052	3.352941176	2.647058824	4	0.66290751	14	11.35294118	3.8165	900.5882353	0.494505495	3.44	2.3
mp-645095	-3.735198699	1.811634349	2.947368421	1.736842105	4	0.671955018	14	22.52631579	1.1262	475.81	0.365384615	3.44	2.06
mp-27634	-3.169415822	2.24	2.4	0.8	2	0.824621125	14	32.4	2.7916	600.84	0.277777778	2.96	1.42
mp-648633	-3.863301624	0.993055556	3.083333333	2.583333333	4	0.603807364	14	9.75	2.4152	1858.306667	0.492307692	3.44	1.61
mp-560110	-2.000000304	4.24691358	4.444444444	1.333333333	4	0.693888666	14	24.22222222	1.982	519.7555556	0.5	3.44	2.55
mp-568659	-3.404511494	1.056	2.2	1.84	5	0.589236795	14	6.68	0.6627	408.626	0.495049505	3.16	1.26
mp-777292	-2.649753339	1.702422145	1.764705882	0.705882353	3	0.737056711	14	39.17647059	3.7772	575.7411765	0.277777778	2.96	2.07
mp-557272	-2.732829915	1.037037037	2.111111111	2.111111111	4	0.555555556	14	14.11111111	1.0519	280.2988889	0.660377358	3.16	1.55
mp-651728	-3.341041824	1.037037037	1.666666667	1.277777778	4	0.7895928	14	20.55555556	1.1919	358.6672222	0.572463768	3.16	1.53
