MPID	log($PF_n$)	${\bar N_{{\rm{dU}}}}$	$N_{{\rm{dU}}}^{\max }$	$N_{\rm{U}}^{\max }$	$E_{\rm{g}}$	$\Delta {\bar r_{{\rm{cov}}}}$	$N_{\rm{M}}^{\max }$	${f_{\rm{p}}}$	$SG$	$T_{\rm{M}}^{\max }$	$\bar \chi $	${L_0}$	$r_{{\rm cov}} ^{\max }$
mp-698351	-2.752028452	0.0	0	4	2.3896	23.68	92	0.4	13	3823.0	2.552666667	5	145
mp-555369	-2.838634095	0.0	0	2	0.6725	31.24260355	92	0.408163265	13	1357.77	2.557692308	4	195
mp-560965	-2.889412647	0.333333333	5	5	1.0475	36.62222222	88	0.426966292	13	1519.0	1.988666667	4	203
mp-777151	-3.088846121	0.8	4	4	3.6264	30.94	93	0.53030303	13	1811.0	3.25	3	132
mp-849565	-3.175878724	2.0	7	7	2.314	35.51020408	87	0.5	13	2183.0	2.922857143	2	153
mp-559223	-3.709980979	0.428571429	9	16	0.0	19.04761905	92	0.516483516	13	3823.0	2.79047619	5	196
mp-667400	-4.951053496	0.473684211	3	4	1.7148	18.61495845	87	0.322147651	13	3823.0	2.869473684	3	141
mp-540925	-1.402304891	0.0	0	3	0.74	31.40740741	93	0.302752294	14	1090.0	3.34	3	132
mp-558731	-1.619788885	0.0	0	2	0.9701	13.16666667	90	0.444444444	14	722.66	1.966666667	3	138
mp-567710	-1.657577457	0.0	0	11	0.4766	28.88888889	90	0.222222222	14	1204.0	1.750833333	3	203
mp-630528	-1.732828436	0.0	0	5	0.4393	18.5	88	0.263157895	14	429.75	2.18	2	142
mp-8195	-1.752026906	0.0	0	4	0.5584	45.92	84	0.166666667	14	1211.4	1.63	3	215
mp-698518	-1.785156337	0.0	0	4	0.6398	34.93877551	92	0.214953271	14	3823.0	2.282857143	5	138
mp-17886	-1.801343105	0.0	0	5	0.9992	29.06122449	85	0.20754717	14	933.47	1.572857143	3	203
mp-554343	-1.804100542	0.0	0	3	1.2713	35.02040816	88	0.326086957	14	1357.77	1.904285714	4	203
mp-770654	-1.804100542	0.0	0	5	1.7718	29.09375	87	0.454545455	14	2348.0	2.47625	4	139
mp-30039	-1.818156612	0.0	0	5	0.7579	13.95918367	85	0.20754717	14	933.47	1.604285714	3	166
mp-27741	-1.823908944	0.0	0	2	1.0922	1.111111111	96	0.155172414	14	1337.33	2.433333333	3	139
mp-555699	-1.823908944	0.9	9	9	0.681	35.76	88	0.303030303	14	1193.0	2.151	4	215
mp-17504	-1.835647352	0.0	0	4	0.7976	33.62962963	84	0.170212766	14	1211.4	1.732222222	3	195
mp-673705	-1.844664176	0.0	0	4	0.5353	7.12	89	0.253731343	14	505.08	2.36	3	139
mp-541692	-1.853872181	0.0	0	5	0.6921	10.53061224	85	0.150684932	14	903.78	1.652857143	3	166
mp-29602	-1.863279655	1.333333333	8	8	0.415	27.83333333	90	0.222222222	14	2128.0	1.545	3	203
mp-12181	-1.866461316	0.0	0	4	1.9963	37.0	88	0.357142857	14	1000.0	2.0025	3	215
mp-7262	-1.872895429	0.0	0	3	0.2242	1.333333333	84	0.142857143	14	1090.0	2.003333333	2	122
mp-5706	-1.872895429	0.0	0	4	1.3037	7.12	89	0.253731343	14	505.08	2.36	3	139
mp-17473	-1.879426299	0.0	0	5	1.2098	18.85714286	84	0.20754717	14	1090.0	1.66	3	166
mp-561639	-1.879426299	0.0	0	3	1.7504	47.875	88	0.392857143	14	903.78	2.0	3	244
mp-28223	-1.882728936	3.0	9	9	1.3307	38.66666667	89	0.228571429	14	1193.0	2.066666667	2	207
mp-17470	-1.889410526	0.0	0	4	0.757	39.7037037	84	0.170212766	14	1090.0	1.701111111	3	215
mp-1392	-1.892790268	0.0	0	3	0.748	6.666666667	83	0.272727273	14	692.68	2.01	2	122
mp-14285	-1.896196518	1.0	3	3	0.5446	8.444444444	83	0.315789474	14	1768.0	2.086666667	2	126
mp-384	-1.896196518	0.0	0	3	0.6672	10.88	83	0.545454545	14	923.0	2.014	2	141
mp-569129	-1.896196518	0.0	0	5	1.5273	9.666666667	89	0.175824176	14	1357.77	2.226666667	4	145
mp-4727	-1.90309023	0.0	0	3	0.9964	21.71428571	89	0.229166667	14	1000.0	2.17	3	215
mp-556339	-1.90657856	0.0	0	3	1.7517	31.375	87	0.162393162	14	1090.0	2.7425	3	132
mp-7904	-1.917214881	0.0	0	3	0.5257	11.84	83	0.375	14	594.22	2.09	2	144
mp-600207	-1.917214881	0.0	0	4	0.1129	22.41975309	92	0.426966292	14	3823.0	2.551851852	4	132
mp-542453	-1.920819007	0.857142857	6	7	2.3831	28.36734694	87	0.575	14	2750.0	2.998571429	3	164
mp-11793	-1.924453294	0.0	0	8	0.7716	27.75	89	0.156862745	14	1357.77	2.0425	3	198
mp-927	-1.924453294	0.0	0	3	0.9645	11.11111111	83	0.285714286	14	1357.77	2.093333333	2	132
mp-2911	-1.924453294	0.0	0	4	0.7939	43.25925926	83	0.296296296	14	1000.0	1.705555556	3	215
mp-14630	-1.924453294	1.588235294	9	9	5.141	38.96885813	93	0.579545455	14	1799.0	2.808235294	4	190
mp-753477	-1.924453294	0.0	0	3	1.0128	13.71428571	88	0.3	14	544.4	1.814285714	3	148
mp-22665	-1.928118251	0.0	0	4	1.4281	16.44444444	88	0.236111111	14	1234.93	2.363333333	4	146
mp-554914	-1.931814398	0.0	0	3	2.2241	29.875	87	0.177570093	14	317.3	2.74375	3	132
mp-556172	-1.931814398	0.0	0	4	3.1191	27.50295858	95	0.221153846	14	1687.0	2.832307692	4	146
mp-21835	-1.935542273	0.0	0	5	0.7883	42.36734694	85	0.150684932	14	903.78	1.612857143	3	244
mp-684006	-1.935542273	0.0	0	2	0.1964	37.72839506	96	0.277777778	14	1234.93	2.701111111	4	145
mp-1154	-1.939302424	0.0	0	4	0.5867	53.68595041	77	0.175	14	3823.0	2.07	2	192
mp-28701	-1.939302424	0.0	0	3	1.7828	32.4375	88	0.519230769	14	903.78	2.29	3	244
mp-555797	-1.939302424	0.0	0	3	1.6141	26.4	87	0.318181818	14	1090.0	2.794666667	3	122
mp-10288	-1.943095416	2.25	9	9	0.5769	30.75	90	0.222222222	14	1357.77	1.92	4	207
mp-582723	-1.943095416	0.0	0	5	0.7391	62.16666667	84	0.194444444	14	1090.0	1.39	3	244
mp-14243	-1.946921826	0.0	0	2	0.5061	36.72	90	0.318181818	14	722.66	2.781	3	144
mp-28773	-1.946921826	0.0	0	5	2.4813	25.98347107	88	0.366666667	14	388.36	1.84	3	166
mp-621092	-1.946921826	0.090909091	1	5	2.6965	27.17355372	82	0.192982456	14	3823.0	2.534545455	4	145
mp-22399	-1.946921826	0.0	0	2	0.8258	45.6	88	0.24	14	1092.0	2.224	3	187
mp-28126	-1.950782248	0.0	0	4	1.1202	28.0	90	0.225	14	1211.4	1.721428571	3	203
mp-29297	-1.950782248	0.0	0	2	1.7241	29.3877551	94	0.290322581	14	594.22	2.61	3	144
mp-29603	-1.950782248	1.333333333	8	8	0.4973	33.5	90	0.222222222	14	2128.0	1.545	3	220
mp-29657	-1.950782248	0.0	0	4	1.1188	23.0	79	0.133333333	14	1211.4	1.47	2	166
mp-30123	-1.950782248	0.0	0	2	0.7264	29.0625	89	0.244897959	14	494.0	2.96875	3	132
mp-5367	-1.950782248	0.0	0	4	0.5166	31.60493827	85	0.171875	14	903.78	1.356666667	3	203
mp-23100	-1.954677295	0.9	9	9	1.9569	55.32	87	0.313953488	14	1936.0	2.583	4	195
mp-524	-1.954677295	0.0	0	3	1.1757	27.90311419	84	0.194444444	14	1090.0	1.952352941	2	215
mp-541687	-1.954677295	0.0	0	5	2.0915	40.40816327	89	0.203125	14	494.0	1.702857143	3	203
mp-653561	-1.954677295	0.0	0	5	1.9	17.5	88	0.183333333	14	1211.4	2.2375	4	146
mp-573150	-1.958607591	0.0	0	4	3.0623	73.11111111	87	0.411764706	14	1211.4	2.318333333	3	244
mp-768734	-1.958607591	0.0	0	1	3.5508	22.07407407	96	0.277777778	14	1115.0	2.095555556	3	195
mp-23452	-1.962573781	0.0	0	4	3.0337	38.14814815	95	0.382978723	14	505.08	3.193333333	3	139
mp-29437	-1.962573781	0.0	0	3	1.6613	26.4	87	0.318181818	14	1090.0	2.794666667	3	122
mp-31276	-1.962573781	0.0	0	3	1.3983	19.36	94	0.302325581	14	594.22	2.378	3	144
mp-744439	-1.962573781	0.5	5	6	1.7108	23.84	92	0.5	14	2896.0	2.816	3	154
mp-767952	-1.962573781	0.454545455	5	5	0.9175	27.80165289	87	0.559322034	14	3823.0	2.845454545	5	166
mp-768061	-1.962573781	0.454545455	5	5	0.966	27.80165289	87	0.559322034	14	3823.0	2.845454545	5	166
mp-29236	-1.966576526	0.0	0	5	1.7356	8.888888889	95	0.217391304	14	722.66	2.28	3	142
mp-761024	-1.966576526	0.0	0	2	0.3837	43.59183673	87	0.272727273	14	594.22	2.222857143	3	166
mp-568543	-1.966576526	0.0	0	4	1.3283	18.5	89	0.21875	14	505.08	1.911666667	3	166
mp-28589	-1.966576526	0.0	0	4	2.8833	37.5	95	0.26	14	1211.4	2.266666667	3	220
mp-15649	-1.970616506	1.0	3	3	1.1531	9.777777778	84	0.113207547	14	2739.0	2.186666667	2	141
mp-16861	-1.970616506	0.0	0	4	0.4859	23.08641975	84	0.171875	14	1211.4	1.466666667	3	166
mp-5942	-1.970616506	0.0	0	3	1.3699	21.125	88	0.392857143	14	1090.0	2.0675	3	166
mp-9682	-1.970616506	0.0	0	5	2.7204	22.40816327	89	0.240740741	14	933.47	1.721428571	3	166
mp-14901	-1.974694422	0.0	0	3	2.7708	34.12244898	87	0.365384615	14	1090.0	2.645714286	4	166
mp-570900	-1.974694422	0.0	0	4	1.1234	27.26627219	80	0.138461538	14	505.08	1.609230769	2	203
mp-771321	-1.974694422	0.0	0	4	2.5306	82.56790123	87	0.428571429	14	1211.4	2.103333333	3	244
mp-756703	-1.974694422	0.0	0	2	1.5615	29.33333333	89	0.384615385	14	594.22	3.0	3	144
mp-13602	-1.978810991	0.0	0	3	1.6653	32.18934911	87	0.333333333	14	1090.0	2.842307692	3	144
mp-22342	-1.978810991	0.0	0	4	3.1955	29.77777778	89	0.323529412	14	600.61	3.106666667	3	146
mp-27753	-1.978810991	0.0	0	5	1.4405	8.93877551	88	0.494736842	14	429.75	2.382142857	3	142
mp-567864	-1.978810991	0.0	0	5	1.4117	9.52	89	0.209876543	14	577.0	2.332	4	148
mp-568493	-1.978810991	0.0	0	5	2.0208	1.333333333	96	0.217391304	14	505.08	2.288888889	3	142
mp-16834	-1.982966953	0.0	0	3	2.1546	25.9408284	87	0.333333333	14	1090.0	2.833076923	3	122
mp-29690	-1.982966953	0.0	0	5	2.752	37.28395062	90	0.25862069	14	722.66	2.737777778	3	145
mp-504601	-1.982966953	0.0	0	2	1.7129	76.48	87	0.307692308	14	692.68	2.022	3	244
mp-5737	-1.982966953	0.0	0	5	1.5108	30.0	88	0.235294118	14	1629.0	2.0675	3	194
mp-601867	-1.982966953	0.0	0	4	0.8692	43.25925926	83	0.296296296	14	1000.0	1.705555556	3	215
mp-680761	-1.982966953	0.0	0	3	2.3911	29.91715976	87	0.404255319	14	594.22	2.843846154	3	144
mp-29179	-1.982966953	0.0	0	4	3.0566	16.44444444	94	0.428571429	14	505.08	2.76	2	139
mp-1443	-1.98716307	0.0	0	4	3.2196	32.52892562	93	0.469387755	14	505.08	3.429090909	2	139
mp-5248	-1.98716307	0.0	0	4	0.3932	20.74074074	84	0.171875	14	1090.0	1.461111111	3	166
mp-541722	-1.98716307	0.0	0	1	4.3948	49.0625	95	0.277777778	14	1000.0	2.17125	3	244
mp-555977	-1.98716307	0.0	0	2	1.5006	64.96	87	0.307692308	14	692.68	2.034	3	220
mp-866941	-1.98716307	0.0	0	4	1.366	25.2	88	0.411764706	14	1115.0	2.14	3	176
mp-28278	-1.991400126	0.0	0	4	1.6256	20.44444444	89	0.21875	14	1211.4	1.92	3	166
mp-29596	-1.991400126	0.0	0	5	2.8834	45.30612245	82	0.416666667	14	1115.0	1.961428571	3	176
mp-755893	-1.991400126	0.0	0	3	0.6887	46.08	87	0.306122449	14	1115.0	2.668	3	176
mp-667343	-1.991400126	0.588235294	5	5	1.1043	34.60207612	87	0.172413793	14	3459.0	2.835294118	3	151
mp-770237	-1.991400126	0.454545455	5	5	0.9817	22.7768595	87	0.559322034	14	3823.0	2.85	5	139
mp-778256	-1.991400126	0.0	0	2	1.8689	61.92	87	0.5	14	923.0	1.966	3	220
mp-29386	-1.995678927	0.0	0	4	1.6825	37.81333333	89	0.219178082	14	505.08	1.779333333	3	203
mp-30198	-1.995678927	0.0	0	5	3.2427	58.65088757	87	0.394736842	14	1000.0	2.404615385	3	215
mp-4851	-1.995678927	0.0	0	5	3.0743	39.34693878	87	0.346153846	14	1050.0	2.618571429	3	195
mp-850529	-1.995678927	0.0	0	1	3.3835	20.66666667	96	0.277777778	14	1115.0	2.098333333	3	195
mp-16684	-2.000000304	0.0	0	11	1.3786	33.375	88	0.285714286	14	1357.77	2.0475	3	203
mp-556577	-2.000000304	0.0	0	3	1.5112	36.15702479	87	0.438271605	14	1090.0	2.793636364	4	166
mp-560538	-2.000000304	0.0	0	5	2.907	27.91836735	88	0.541666667	14	933.47	1.734285714	3	166
mp-581862	-2.002177225	0.0	0	5	4.4574	48.79591837	87	0.609375	14	933.47	2.572857143	5	244
mp-557473	-2.002177225	0.0	0	4	3.1514	54.0	87	0.421052632	14	1211.4	2.212	4	203
mp-569085	-2.002177225	0.0	0	3	2.6039	9.78	95	0.290322581	14	453.69	1.78	3	128
mp-5733	-2.005243363	0.0	0	4	4.8811	37.2	87	0.583333333	14	1687.0	2.644	3	176
mp-558706	-2.006123393	0.0	0	5	2.5213	21.45679012	88	0.328571429	14	388.36	2.127777778	3	220
mp-29222	-2.006564079	0.0	0	4	4.512	40.99408284	87	0.59375	14	1687.0	2.692307692	3	215
mp-677055	-2.007446791	2.25	9	9	0.6572	17.25	89	0.173913043	14	1814.0	2.09	3	170
mp-556423	-2.007888822	0.0	0	4	4.4545	35.80246914	87	0.6	14	1687.0	2.54	3	166
mp-3470	-2.007888822	0.0	0	4	4.6484	28.8	87	0.583333333	14	1687.0	2.706	3	141
mp-561547	-2.008331303	0.0	0	4	4.6034	41.76	87	0.583333333	14	1687.0	2.634	3	195
mp-27747	-2.008774234	0.0	0	1	0.9557	0.0	96	0.227272727	14	1828.05	2.506666667	2	139
mp-27618	-2.009217619	0.0	0	5	2.259	44.1799308	87	0.394736842	14	370.87	2.067058824	3	166
mp-28542	-2.009217619	0.0	0	2	5.5044	33.48	94	0.508474576	14	1770.0	2.299	3	189
mp-31005	-2.009217619	0.0	0	3	3.5387	23.66863905	87	0.404255319	14	692.68	2.834615385	3	122
mp-3765	-2.009661456	0.0	0	3	5.4848	31.25925926	87	0.625	14	1050.0	2.885555556	3	195
mp-760370	-2.010550493	0.0	0	3	2.9851	37.82825485	93	0.3	14	544.4	3.218947368	3	148
mp-680377	-2.010995696	0.0	0	4	1.1014	52.3776	87	0.209876543	14	1211.4	1.6516	4	220
mp-200	-2.011441355	1.125	9	9	0.8723	21.875	83	0.552631579	14	1193.0	2.05375	2	207
mp-6336	-2.011441355	0.0	0	5	3.3841	37.3877551	87	0.527027027	14	429.75	2.605	4	166
mp-758504	-2.011441355	0.0	0	3	4.986	25.88821645	92	0.5625	14	923.0	2.658301887	5	203
mp-18411	-2.011887472	0.0	0	4	1.9947	22.53061224	89	0.215384615	14	1211.4	1.778571429	3	166
mp-559748	-2.012334048	0.0	0	10	3.232	34.59504132	87	0.370786517	14	1294.0	2.822727273	4	201
mp-556122	-2.012781083	0.0	0	3	5.5242	31.33333333	87	0.625	14	1115.0	2.885	4	215
mp-14600	-2.012781083	0.0	0	5	4.3887	35.91836735	87	0.5625	14	1115.0	2.568571429	3	176
mp-752730	-2.013228579	0.0	0	4	3.9678	57.46938776	87	0.428571429	14	1211.4	2.507142857	3	215
mp-14235	-2.013676537	0.0	0	5	3.9614	31.33727811	87	0.452380952	14	1687.0	2.760769231	4	195
mp-21622	-2.013676537	0.0	0	5	0.1482	19.66666667	84	0.152173913	14	1090.0	1.488333333	3	166
mp-29808	-2.013676537	0.0	0	4	1.4091	47.01234568	82	0.333333333	14	1211.4	2.018888889	3	176
mp-12199	-2.015023189	0.0	0	3	1.3956	26.50887574	87	0.279411765	14	317.3	2.915384615	3	132
mp-27904	-2.015023189	1.333333333	4	4	0.6182	13.55555556	88	0.24137931	14	1811.0	2.153333333	3	139
mp-560370	-2.015023189	0.0	0	4	2.1082	15.83673469	88	0.234042553	14	1211.4	2.427142857	3	146
mp-27394	-2.015473002	0.0	0	4	3.1375	42.96	94	0.472222222	14	505.08	2.446	3	244
mp-768422	-2.015473002	0.0	0	2	4.8234	50.875	92	0.285714286	14	1818.0	2.5825	3	190
mp-554988	-2.016374029	0.0	0	4	0.7525	32.83950617	87	0.3	14	1234.93	2.786666667	3	145
mp-555164	-2.017276928	0.0	0	3	5.4052	38.58503401	94	0.596153846	14	1115.0	2.667142857	4	176
mp-768517	-2.017729084	0.0	0	4	3.5805	47.1875	87	0.297297297	14	1818.0	2.71375	3	190
mp-733932	-2.01818171	0.0	0	5	3.5049	24.3	93	0.404761905	14	429.75	2.682	4	142
mp-734019	-2.01818171	0.0	0	2	3.0835	40.79338843	92	0.380952381	14	692.68	2.37	4	166
mp-636598	-2.01818171	0.0	0	1	3.677	40.65306122	95	0.243902439	14	692.68	2.161428571	3	220
mp-770446	-2.01818171	0.0	0	3	3.2227	31.33727811	87	0.452380952	14	1090.0	2.754615385	3	141
mp-759441	-2.01818171	0.0	0	3	1.4952	25.2	87	0.517241379	14	1357.77	2.79	4	132
mp-12878	-2.018634808	0.9	9	9	3.7132	54.6	87	0.465517241	14	1799.0	2.581	4	195
mp-15438	-2.018634808	0.0	0	3	4.7695	18.90625	87	0.571428571	14	692.68	3.015625	3	122
mp-849527	-2.018634808	0.0	0	5	1.8989	66.12244898	87	0.382352941	14	429.75	2.08	3	220
mp-761025	-2.01908838	0.0	0	5	1.8955	66.12244898	87	0.382352941	14	429.75	2.08	3	220
mp-560848	-2.020907418	0.0	0	4	1.0988	19.16666667	88	0.236111111	14	1234.93	2.341666667	4	146
mp-15740	-2.021363371	0.0	0	3	2.8662	32.85207101	87	0.365384615	14	1090.0	2.779230769	4	195
mp-757407	-2.021363371	0.0	0	5	0.9458	51.35802469	87	0.25	14	1050.0	2.482222222	3	195
mp-554740	-2.021363371	0.0	0	4	1.9183	35.52	87	0.266666667	14	1211.4	2.838	4	148
mp-627029	-2.021363371	0.0	0	2	4.2059	53.28	92	0.5	14	1000.0	2.434	3	215
mp-772821	-2.021819803	1.285714286	9	9	2.1896	71.3877551	87	0.315789474	14	1936.0	2.007142857	3	220
mp-6016	-2.022276715	0.0	0	10	3.6187	34.47933884	87	0.417721519	14	1294.0	2.804545455	4	201
mp-24262	-2.022276715	0.0	0	3	5.6492	37.75	92	0.59375	14	336.53	2.64625	4	203
mp-556031	-2.022276715	0.0	0	4	3.7006	26.38016529	87	0.475	14	505.08	2.943636364	3	139
mp-27915	-2.022734108	0.0	0	2	2.9235	60.96	87	0.5	14	1560.0	2.018	3	203
mp-626994	-2.022734108	0.0	0	2	4.2558	53.28	92	0.5	14	1000.0	2.434	3	215
mp-18483	-2.023191984	0.0	0	4	3.139	69.12	87	0.571428571	14	1687.0	2.186666667	3	220
mp-756919	-2.023650342	0.0	0	3	3.6575	31.33727811	87	0.452380952	14	1090.0	2.754615385	3	141
mp-23819	-2.024109185	0.0	0	5	5.2559	21.8016	92	0.572916667	14	933.47	2.7312	5	121
mp-777738	-2.024568513	0.0	0	5	4.9283	23.87755102	92	0.541666667	14	933.47	2.647142857	3	121
mp-722381	-2.024568513	0.0	0	2	3.1143	25.33333333	92	0.482758621	14	594.22	2.7375	4	144
mp-24034	-2.025028328	0.0	0	5	2.8901	72.72	92	0.083333333	14	933.47	1.727	3	203
mp-706303	-2.025028328	0.0	0	3	5.3696	28.92745638	92	0.588235294	14	1115.0	2.723030303	5	203
mp-690703	-2.025028328	0.0	0	2	5.2477	43.11111111	94	0.5625	14	1000.0	2.543333333	4	215
mp-753748	-2.025028328	0.0	0	2	2.2334	10.66666667	88	0.307692308	14	1357.77	1.666666667	3	132
mp-778968	-2.025488629	0.0	0	4	2.1247	72.0	87	0.363636364	14	1685.0	2.0	3	220
mp-756474	-2.0264107	1.285714286	9	9	2.203	71.75510204	87	0.5	14	1799.0	2.0	3	220
mp-866506	-2.0264107	0.0	0	4	1.2572	21.71875	88	0.4	14	1115.0	2.2275	3	176
mp-560921	-2.026872469	0.0	0	5	2.7509	30.19834711	87	0.460526316	14	1090.0	2.816363636	4	166
mp-18469	-2.027334732	0.0	0	3	5.366	33.09090909	87	0.607142857	14	1050.0	2.792727273	4	195
mp-779498	-2.027797486	0.0	0	2	2.4948	64.16326531	94	0.5625	14	1000.0	2.267142857	3	215
mp-24460	-2.028260733	0.0	0	2	5.9617	16.82304527	92	0.625	14	923.0	2.958148148	4	141
mp-780406	-2.028260733	2.4	9	9	4.1459	47.52	87	0.296875	14	1936.0	2.617333333	3	187
mp-30975	-2.029188714	0.0	0	5	2.9547	46.7755102	87	0.541666667	14	2348.0	2.164285714	3	166
mp-559610	-2.029188714	0.0	0	5	4.6177	38.46	87	0.614583333	14	933.47	2.682	5	220
mp-29509	-2.029188714	0.0	0	3	3.5575	26.44897959	87	0.333333333	14	1090.0	2.824285714	3	122
mp-3193	-2.029653449	0.0	0	4	4.4754	35.80246914	87	0.6	14	1687.0	2.54	3	166
mp-12645	-2.030118682	0.0	0	3	4.4183	47.0	87	0.307692308	14	1747.0	2.2725	3	192
mp-27283	-2.030118682	0.0	0	5	3.4393	20.46875	94	0.254237288	14	600.61	2.76	3	146
mp-27911	-2.030118682	0.0	0	3	3.1697	30.0	87	0.323529412	14	1090.0	2.993333333	3	148
mp-557656	-2.030584414	0.0	0	4	4.4476	42.4691358	87	0.6	14	1687.0	2.527777778	4	220
mp-643905	-2.030584414	0.0	0	3	2.354	39.83673469	92	0.375	14	1050.0	2.261428571	3	195
mp-24019	-2.030584414	0.0	0	3	5.3368	23.83673469	94	0.545454545	14	171.6	2.634285714	4	102
mp-558129	-2.031050646	0.0	0	4	4.4556	40.37037037	87	0.6	14	1687.0	2.527777778	4	203
mp-775804	-2.031050646	0.0	0	3	2.2977	12.6122449	88	0.416666667	14	903.78	1.818571429	3	139
mp-24384	-2.031517378	0.0	0	2	5.3246	30.36444444	94	0.541666667	14	1115.0	2.578666667	4	176
mp-721876	-2.031517378	0.0	0	5	5.5425	19.2733564	92	0.597222222	14	933.47	2.820588235	4	121
mp-555958	-2.032452352	0.0	0	3	5.4511	29.73553719	87	0.625	14	1000.0	2.796666667	4	215
mp-560950	-2.032452352	0.0	0	5	1.6095	55.46938776	87	0.270833333	14	577.0	2.072857143	4	203
mp-733968	-2.032452352	0.0	0	3	5.3321	37.65306122	92	0.59375	14	1115.0	2.727857143	5	215
mp-560772	-2.032920594	0.0	0	5	5.1343	24.14814815	87	0.55	14	2348.0	2.655555556	3	141
mp-721586	-2.032920594	0.0	0	4	5.072	27.51557093	92	0.5625	14	1687.0	2.671176471	4	215
mp-706655	-2.033389341	0.0	0	5	4.566	22.1952	92	0.545454545	14	2348.0	2.6184	4	166
mp-625739	-2.033389341	0.0	0	5	4.8804	23.87755102	92	0.541666667	14	933.47	2.647142857	3	121
mp-866646	-2.033858596	0.0	0	4	1.841	27.55102041	88	0.308823529	14	1211.4	2.167142857	4	203
mp-17433	-2.033858596	0.0	0	3	2.0937	50.1	87	0.452380952	14	1050.0	2.608	4	195
mp-604295	-2.034328358	0.0	0	3	2.0771	34.89711934	95	0.256097561	14	265.8	2.485925926	4	132
mp-775762	-2.034328358	0.0	0	3	2.1105	28.8	87	0.441176471	14	1234.93	2.888	3	145
mp-554083	-2.034798628	0.0	0	3	2.8736	35.98347107	87	0.395348837	14	1090.0	2.816363636	4	215
mp-28263	-2.035269409	0.0	0	2	4.3876	43.88888889	92	0.5	14	336.53	2.383333333	3	203
mp-4769	-2.035269409	0.0	0	4	5.7935	17.78	87	0.642857143	14	1687.0	3.036	3	111
mp-5001	-2.035269409	0.0	0	5	3.402	26.33333333	82	0.4375	14	2348.0	1.843333333	3	128
mp-759759	-2.035269409	0.0	0	5	4.1916	26.61157025	92	0.452380952	14	370.87	2.764545455	5	166
mp-560572	-2.035269409	0.0	0	5	4.9911	23.87755102	92	0.541666667	14	933.47	2.647142857	3	121
mp-540736	-2.0357407	0.0	0	3	4.3964	28.96296296	87	0.566037736	14	1000.0	2.923333333	4	215
mp-7020	-2.0357407	2.25	9	9	4.4646	46.5	87	0.5	14	1799.0	2.27	3	190
mp-721624	-2.0357407	0.0	0	3	5.2118	40.09090909	92	0.586538462	14	1115.0	2.658636364	4	176
mp-3932	-2.0357407	0.0	0	4	4.4312	40.83333333	87	0.571428571	14	1687.0	2.573333333	3	176
mp-866651	-2.036212503	0.0	0	4	2.0505	28.28571429	88	0.362068966	14	1687.0	2.151428571	4	203
mp-758006	-2.03668482	0.0	0	4	4.1639	43.26530612	87	0.5625	14	1687.0	2.522857143	3	176
mp-554157	-2.03715765	0.0	0	3	4.2047	36.45833333	87	0.515151515	14	692.68	2.655	5	203
mp-554351	-2.03715765	0.0	0	2	1.6793	33.79591837	94	0.225	14	1050.0	2.592857143	4	195
mp-759874	-2.03715765	0.0	0	3	1.2798	25.2	87	0.517241379	14	1357.77	2.79	4	132
mp-28204	-2.037630996	0.0	0	2	4.589	34.31944444	92	0.5	14	301.59	2.495833333	3	244
mp-6290	-2.037630996	0.0	0	5	3.7446	29.85123967	87	0.53030303	14	429.75	2.833636364	4	166
mp-556250	-2.038104858	0.0	0	5	5.1459	27.6875	87	0.569444444	14	2348.0	2.683125	4	203
mp-559670	-2.038104858	0.75	9	9	4.6817	48.61111111	87	0.571428571	14	1799.0	2.5675	5	215
mp-18195	-2.038104858	2.25	9	9	4.5592	44.84375	87	0.323529412	14	1936.0	2.705	3	187
mp-560889	-2.038579238	0.0	0	4	4.1718	53.07544582	87	0.566666667	14	1687.0	2.459259259	4	215
mp-24708	-2.038579238	0.0	0	2	4.6714	21.97530864	92	0.486486486	14	692.68	2.741666667	4	122
mp-4180	-2.038579238	0.0	0	4	4.6781	43.26530612	87	0.5625	14	1687.0	2.522857143	3	176
mp-707250	-2.038579238	0.0	0	2	3.8033	27.52834467	92	0.380952381	14	1115.0	2.562857143	4	176
mp-17288	-2.039054137	0.0	0	4	3.7837	28.125	87	0.428571429	14	1687.0	2.40875	4	128
mp-558427	-2.040005495	0.0	0	2	5.2539	36.47736626	88	0.625	14	923.0	2.675925926	4	166
mp-759183	-2.040005495	0.0	0	3	2.268	44.16	92	0.375	14	923.0	2.180666667	4	203
mp-707333	-2.040005495	0.0	0	4	3.8936	44.16666667	92	0.55	14	1687.0	2.374166667	4	166
mp-33690	-2.040005495	0.0	0	11	1.9411	52.22222222	88	0.470588235	14	1204.0	2.383333333	3	203
mp-625391	-2.040958942	0.0	0	2	4.304	34.16666667	92	0.5	14	370.87	2.401666667	3	166
mp-626470	-2.040958942	0.0	0	5	4.9969	23.87755102	92	0.541666667	14	933.47	2.647142857	3	121
mp-706544	-2.041436451	0.0	0	5	2.7434	31.51020408	92	0.30952381	14	370.87	2.321428571	4	166
mp-771255	-2.041914486	0.0	0	4	2.5666	83.45679012	87	0.5625	14	1687.0	2.091111111	3	244
mp-7624	-2.041914486	0.0	0	4	4.918	38.87603306	87	0.41025641	14	1770.0	2.76	3	189
mp-699501	-2.041914486	0.0	0	2	3.7444	53.28	92	0.5	14	1000.0	2.434	3	215
