Unnamed: 0,mpid,pf_n,pf_p,formula,m_n,m_p,composition
2160,mp-3338,1.02,0.0434,NaGaO2,0.364,11.1,"(Na, Ga, O)"
2161,mp-334,0.0391,0.402,LaF3,82.1,16.0,"(La, F)"
2162,mp-3349,1.15,0.3229999999999999,Sr3Ti2O7,132.0,2.37,"(Sr, Ti, O)"
2163,mp-33508,0.6559999999999999,0.217,TaGaO4,2.76,7.31,"(Ta, Ga, O)"
2164,mp-33606,0.883,0.659,Ba(PrSe2)2,0.873,1.52,"(Ba, Pr, Se)"
2165,mp-33631,0.664,0.415,TiZn2O4,1.05,2.43,"(Ti, Zn, O)"
2166,mp-33690,0.912,0.3389999999999999,PrSO,4.12,4.34,"(Pr, S, O)"
2167,mp-3370,1.02,0.1969999999999999,Y2Sn2O7,0.348,1.8,"(Y, Sn, O)"
2168,mp-3372,0.909,0.0287,Rb2SO4,0.48,20.0,"(Rb, S, O)"
2169,mp-33723,1.32,0.296,BiTeBr,0.411,1.02,"(Bi, Te, Br)"
2170,mp-33932,0.899,0.089,NbHO3,5.19,26.5,"(Nb, H, O)"
2171,mp-3395,0.63,0.537,SrSeO3,2.45,5.21,"(Sr, Se, O)"
2172,mp-3397,0.685,0.172,Ba2TiO4,1.1,7.32,"(Ba, Ti, O)"
2173,mp-33997,1.38,0.39,TaO2F,9.96,4.84,"(Ta, O, F)"
2174,mp-34011,0.852,0.5,Ca(HoS2)2,0.665,2.03,"(Ca, Ho, S)"
2175,mp-34022,1.04,0.106,Mg2SnO4,0.315,62.8,"(Mg, Sn, O)"
2176,mp-34038,0.853,0.4529999999999999,Li6NCl3,0.7090000000000001,1570.0,"(Li, N, Cl)"
2177,mp-3404,0.57,0.283,RbSO3,1.76,93.3,"(Rb, S, O)"
2178,mp-3405,1.04,0.0184,NaAl11O17,0.3939999999999999,36.1,"(Na, Al, O)"
2179,mp-34081,0.916,0.163,NaYF4,0.565,3.87,"(Na, Y, F)"
2180,mp-341,0.745,0.1009999999999999,PbF4,0.8370000000000001,6.19,"(Pb, F)"
2181,mp-34116,0.7509999999999999,0.6,Tm2MgS4,1.06,1.66,"(Tm, Mg, S)"
2182,mp-3414,0.856,0.0456,AgSbF6,0.584,11.0,"(Ag, Sb, F)"
2183,mp-34141,0.764,0.684,Sr(LaS2)2,1.07,2.66,"(Sr, La, S)"
2184,mp-3427,0.917,0.13,LiAlO2,0.49,3.53,"(Li, Al, O)"
2185,mp-34284,0.868,0.0316,NaNdF4,0.569,22.5,"(Na, Nd, F)"
2186,mp-34291,0.147,0.069,Zr3InF15,30.8,27.8,"(Zr, In, F)"
2187,mp-34292,2.72,1.22,Tl9SbTe6,0.285,0.493,"(Tl, Sb, Te)"
2188,mp-34293,1.09,0.7090000000000001,CsTaN2,0.515,0.7809999999999999,"(Cs, Ta, N)"
2189,mp-34361,2.76,1.18,Tl9BiTe6,0.257,0.513,"(Tl, Bi, Te)"
2190,mp-34376,1.22,0.355,Tb2CdS4,0.347,2.02,"(Tb, Cd, S)"
2191,mp-34380,0.907,1.11,HoTaO4,1.69,1.35,"(Ho, Ta, O)"
2192,mp-34381,1.01,0.125,H4IN,0.365,3.01,"(H, I, N)"
2193,mp-344,0.974,0.557,BN,1.02,1.6,"(B, N)"
2194,mp-34418,0.838,0.0647,AgPF6,0.637,8.25,"(Ag, P, F)"
2195,mp-3443,1.13,0.125,Cd(GaO2)2,0.195,1.76,"(Cd, Ga, O)"
2196,mp-34459,0.835,0.5870000000000001,Ba(NdS2)2,0.863,1.36,"(Ba, Nd, S)"
2197,mp-3446,0.826,0.246,SrTm2O4,0.887,2.8,"(Sr, Tm, O)"
2198,mp-34460,0.928,0.602,Ag3AuS2,0.5379999999999999,1.19,"(Ag, Au, S)"
2199,mp-34475,0.493,0.528,Ta2MnO6,14.9,3.97,"(Ta, Mn, O)"
2200,mp-34508,0.79,0.433,Sr(SmS2)2,0.688,3.57,"(Sr, Sm, S)"
2201,mp-3457,0.8740000000000001,0.0412,ErP5O14,0.56,14.2,"(Er, P, O)"
2202,mp-34580,0.691,0.0796,Er3Pb4F17,1.5,14.1,"(Er, Pb, F)"
2203,mp-3466,0.948,0.4429999999999999,PrAlO3,0.903,1.94,"(Pr, Al, O)"
2204,mp-3470,0.982,0.0569,MgSiO3,0.429,11.1,"(Mg, Si, O)"
2205,mp-34770,0.00782,2.05,Sr(GdSe2)2,281.0,2.4,"(Sr, Gd, Se)"
2206,mp-34857,0.226,0.299,KNO2,8.04,13.4,"(K, N, O)"
2207,mp-3487,0.936,0.252,Ca3(PO4)2,0.936,4.0,"(Ca, P, O)"
2208,mp-34932,1.02,0.27,CaHN,0.356,3.28,"(Ca, H, N)"
2209,mp-35035,0.57,0.196,KCN,1.92,10.3,"(K, C, N)"
2210,mp-35082,0.883,0.268,BH6N,1.68,6.65,"(B, H, N)"
2211,mp-35171,1.66,0.295,NbO2F,0.727,11.9,"(Nb, O, F)"
2212,mp-3519,0.7659999999999999,1.1,ZrSO,1.7,1.19,"(Zr, S, O)"
2213,mp-3520,0.8490000000000001,0.121,Y2SiO5,0.58,19.4,"(Y, Si, O)"
2214,mp-35208,0.57,0.225,NdOF,2.43,6.16,"(Nd, O, F)"
2215,mp-3521,0.831,0.0523,NaBF4,0.648,20.5,"(Na, B, F)"
2216,mp-35220,0.926,0.431,PHN2,0.7240000000000001,1.93,"(P, H, N)"
2217,mp-3527,0.831,0.529,Na3AgO2,0.6509999999999999,1.84,"(Na, Ag, O)"
2218,mp-35281,1.01,0.292,Sm2CdS4,0.345,2.25,"(Sm, Cd, S)"
2219,mp-3529,0.3939999999999999,0.408,K3VS4,2.9,3.0,"(K, V, S)"
2220,mp-3531,0.81,0.00912,Ca2P2O7,0.546,104.0,"(Ca, P, O)"
2221,mp-35327,1.27,0.204,Al(CN)3,1.04,6.0,"(Al, C, N)"
2222,mp-3536,0.994,0.103,MgAl2O4,0.379,3.66,"(Mg, Al, O)"
2223,mp-3538,0.782,0.185,Hg3TeO6,0.731,3.1,"(Hg, Te, O)"
2224,mp-35397,0.894,0.211,Bi2WO8,0.4579999999999999,2.28,"(Bi, W, O)"
2225,mp-35417,1.56,0.3670000000000001,Li3TaO4,12.5,4.0,"(Li, Ta, O)"
2226,mp-3551,1.07,1.11,TbAgTe2,0.519,0.51,"(Tb, Ag, Te)"
2227,mp-3552,0.94,0.0777,Li2Si2O5,0.541,6.74,"(Li, Si, O)"
2228,mp-35539,1.08,0.226,Zn2GeSe4,0.196,0.914,"(Zn, Ge, Se)"
2229,mp-35714,0.578,0.711,La5TlS8,1.23,1.19,"(La, Tl, S)"
2230,mp-35751,0.48,0.307,Zn(CN)2,3.03,4.77,"(Zn, C, N)"
2231,mp-35787,0.828,0.478,Ca(DyS2)2,0.6609999999999999,2.04,"(Ca, Dy, S)"
2232,mp-3582,1.34,1.37,Mg(BC)2,0.8290000000000001,4.71,"(Mg, B, C)"
2233,mp-3584,0.643,0.192,NdPO4,2.42,7.15,"(Nd, P, O)"
2234,mp-35906,0.982,0.132,Y(AgCl2)3,0.396,3.7,"(Y, Ag, Cl)"
2235,mp-35907,0.631,0.568,La5TlTe8,1.03,2.9,"(La, Tl, Te)"
2237,mp-3594,0.0731,0.409,Gd3GaO6,14.6,9.65,"(Gd, Ga, O)"
2238,mp-3595,0.884,0.16,ZnSiAs2,0.068,0.428,"(Zn, Si, As)"
2239,mp-36007,0.894,0.754,Ba(NdSe2)2,0.947,1.37,"(Ba, Nd, Se)"
2240,mp-36033,0.5579999999999999,0.204,PrOF,2.52,6.87,"(Pr, O, F)"
2241,mp-36053,1.22,0.3829999999999999,SiPN3,1.87,3.11,"(Si, P, N)"
2242,mp-3606,0.4589999999999999,0.551,MnSiN2,2.25,2.57,"(Mn, Si, N)"
2243,mp-36100,0.785,0.449,Ca(SmS2)2,0.645,2.07,"(Ca, Sm, S)"
2244,mp-3613,1.5,0.845,NaErS2,0.5770000000000001,1.9,"(Na, Er, S)"
2245,mp-36165,1.05,0.0709,Na10Zn4O9,0.321,10.8,"(Na, Zn, O)"
2246,mp-36194,1.08,0.47,Ba2TiO4,202.0,2.84,"(Ba, Ti, O)"
2247,mp-36209,1.66,1.81,TmCuSe2,1.77,0.654,"(Tm, Cu, Se)"
2248,mp-36223,0.818,0.508,Ba(PrS2)2,0.7959999999999999,1.48,"(Ba, Pr, S)"
2249,mp-3632,1.27,0.923,YSF,0.701,1.21,"(Y, S, F)"
2250,mp-3635,0.85,0.149,LiBO2,0.7509999999999999,6.68,"(Li, B, O)"
2251,mp-36395,0.914,0.3,La2CdS4,0.419,1.98,"(La, Cd, S)"
2252,mp-3642,0.861,0.3329999999999999,ScCuO2,1.3,4.62,"(Sc, Cu, O)"
2253,mp-365,1.86,2.93,MgB4,1.18,0.526,"(Mg, B)"
2254,mp-3654,0.8909999999999999,0.0848,RbCaF3,0.526,5.53,"(Rb, Ca, F)"
2255,mp-36592,0.698,0.346,Nd5AgSe8,0.918,6.47,"(Nd, Ag, Se)"
2256,mp-36600,1.12,0.155,Ag3SBr,0.2,1.62,"(Ag, S, Br)"
2257,mp-3664,1.3,2.87,NdTlS2,2.74,0.462,"(Nd, Tl, S)"
2258,mp-36641,1.32,0.436,Cd(Ga3Te5)2,0.158,2.26,"(Cd, Ga, Te)"
2259,mp-3666,1.07,0.3979999999999999,LiTaO3,1.44,3.48,"(Li, Ta, O)"
2260,mp-3667,0.74,0.0946,P2S2O3,0.767,6.16,"(P, S, O)"
2261,mp-36733,1.02,0.237,La2CdSe4,0.242,1.78,"(La, Cd, Se)"
2262,mp-36734,0.24,1.47,CeThO4,9.09,1.29,"(Ce, Th, O)"
2263,mp-36779,0.723,0.061,PNO,1.05,20.9,"(P, N, O)"
2264,mp-36864,0.6920000000000001,0.473,Li2TiO3,1.82,1.68,"(Li, Ti, O)"
2265,mp-3688,1.03,0.187,Er2Sn2O7,0.3329999999999999,1.84,"(Er, Sn, O)"
2266,mp-36903,0.369,0.223,KNO3,4.07,9.47,"(K, N, O)"
2267,mp-36912,0.955,0.2789999999999999,Pr2CdS4,0.351,2.26,"(Pr, Cd, S)"
2268,mp-36940,0.4479999999999999,0.0639,Mg(CN)2,2.66,18.0,"(Mg, C, N)"
2269,mp-37091,1.05,0.544,Sr(AlTe2)2,0.321,0.67,"(Sr, Al, Te)"
2270,mp-37153,0.853,0.135,AgAsF6,0.604,3.81,"(Ag, As, F)"
2271,mp-3719,0.456,0.242,Rb3NbS4,2.33,4.87,"(Rb, Nb, S)"
2272,mp-3721,1.28,0.341,SrHfO3,0.674,2.78,"(Sr, Hf, O)"
2273,mp-37216,0.8190000000000001,0.217,CdPbF6,0.657,2.54,"(Cd, Pb, F)"
2274,mp-37233,0.96,0.283,Nd2CdS4,0.352,2.31,"(Nd, Cd, S)"
2275,mp-37263,0.858,0.677,Ca(NdTe2)2,0.529,0.753,"(Ca, Nd, Te)"
2276,mp-37267,0.855,0.0223,NaYF4,0.581,25.0,"(Na, Y, F)"
2277,mp-3731,1.05,0.5589999999999999,LiNbO3,1.6,3.53,"(Li, Nb, O)"
2278,mp-3733,1.17,0.079,BeTl2F4,0.773,15.0,"(Be, Tl, F)"
2279,mp-3735,0.00793,0.392,GdPO4,309.0,7.29,"(Gd, P, O)"
2280,mp-37381,0.608,0.271,SmOF,2.2,4.95,"(Sm, O, F)"
2282,mp-37436,0.794,0.0634,Li7SbO6,0.69,9.57,"(Li, Sb, O)"
2283,mp-37478,0.662,0.508,La5AgS8,1.19,11.3,"(La, Ag, S)"
2284,mp-3756,0.836,0.47,SmTaO4,1.39,3.5,"(Sm, Ta, O)"
2285,mp-37605,1.56,1.11,LiNdSe2,0.541,0.7609999999999999,"(Li, Nd, Se)"
2286,mp-3764,0.591,0.149,Te3P2O11,3.78,16.2,"(Te, P, O)"
2287,mp-3765,0.978,0.00224,Sr(PO3)2,0.486,459.0,"(Sr, P, O)"
2288,mp-3768,0.114,0.0487,KN3O4,26.2,112.0,"(K, N, O)"
2289,mp-3771,0.382,0.44,MgTiO3,6.39,4.4,"(Mg, Ti, O)"
2290,mp-3772,1.13,0.135,Cd(GaSe2)2,0.156,1.28,"(Cd, Ga, Se)"
2291,mp-37722,1.31,0.267,KBH4,0.723,6.98,"(K, B, H)"
2292,mp-37727,0.261,0.166,Er10Ti6O27,4.96,301.0,"(Er, Ti, O)"
2293,mp-37741,0.745,0.563,Ba(LaSe2)2,0.952,2.69,"(Ba, La, Se)"
2294,mp-3775,0.8909999999999999,0.00327,Na2SiF6,0.581,170.0,"(Na, Si, F)"
2295,mp-3785,2.21,1.05,TlGaTe2,0.296,1.6,"(Tl, Ga, Te)"
2296,mp-3788,0.959,0.2,SrAl4O7,0.431,121.0,"(Sr, Al, O)"
2297,mp-37906,1.14,0.22,LiMgN,0.27,1.4,"(Li, Mg, N)"
2298,mp-3792,0.563,0.474,YAlO3,2.56,2.71,"(Y, Al, O)"
2299,mp-37947,0.355,0.616,Na4C2O5,7.56,41.7,"(Na, C, O)"
2300,mp-3795,0.92,0.23,NaZnF3,0.501,2.14,"(Na, Zn, F)"
2301,mp-37990,0.809,0.000949,AlPO4,0.687,586.0,"(Al, P, O)"
2302,mp-37995,0.7140000000000001,0.2739999999999999,Ti3Zn2O8,0.843,2.45,"(Ti, Zn, O)"
2303,mp-380,1.09,0.1119999999999999,ZnSe,0.107,1.1,"(Zn, Se)"
2304,mp-38011,0.976,0.191,KHS,0.4039999999999999,2.05,"(K, H, S)"
2305,mp-38035,0.805,0.185,SrCO3,1.22,3.97,"(Sr, C, O)"
2306,mp-3807,1.05,0.198,Al2CdSe4,0.0959,0.508,"(Al, Cd, Se)"
2307,mp-3808,0.0272,0.281,K2UO4,6710.0,18.0,"(K, U, O)"
2308,mp-38103,0.823,0.113,NaClO4,0.6459999999999999,5.15,"(Na, Cl, O)"
2309,mp-38125,1.08,0.205,Sm2CdSe4,0.196,1.65,"(Sm, Cd, Se)"
2310,mp-3813,2.0,0.476,Ba2ZrS4,69.8,1.3,"(Ba, Zr, S)"
2311,mp-38162,0.736,0.312,Sm5CuSe8,0.985,21.2,"(Sm, Cu, Se)"
2312,mp-3821,0.389,0.188,K2PtF6,21.3,9.48,"(K, Pt, F)"
2313,mp-3822,0.63,0.301,SrCO3,1.14,16.9,"(Sr, C, O)"
2314,mp-38240,0.785,0.423,Sr(PrS2)2,0.665,3.7,"(Sr, Pr, S)"
2315,mp-38284,0.0158,0.481,Ce2Nd2O7,157.0,7.72,"(Ce, Nd, O)"
2316,mp-383,1.11,0.365,Rb2Te,0.2319999999999999,1.11,"(Rb, Te)"
2317,mp-38307,1.0,0.196,MgAl2O4,0.373,8.42,"(Mg, Al, O)"
2318,mp-38394,1.02,0.471,Ba(AlTe2)2,0.332,0.9,"(Ba, Al, Te)"
2319,mp-384,1.27,1.28,MgP4,0.607,0.623,"(Mg, P)"
2320,mp-38442,0.765,0.895,CsNd5Se8,1.34,1.56,"(Cs, Nd, Se)"
2321,mp-3858,2.11,0.239,NaTaO3,0.493,4.35,"(Na, Ta, O)"
2322,mp-3859,0.904,0.127,Ca2B2O5,0.551,33.4,"(Ca, B, O)"
2323,mp-38684,0.967,0.171,Li2MgCl4,0.43,18.0,"(Li, Mg, Cl)"
2324,mp-38695,1.49,0.949,TbLiSe2,0.502,0.7240000000000001,"(Tb, Li, Se)"
2325,mp-3881,0.885,0.1669999999999999,BaZnF4,0.5489999999999999,44.1,"(Ba, Zn, F)"
2326,mp-38843,2.07,0.36,CaTa2O6,0.3939999999999999,2.27,"(Ca, Ta, O)"
2327,mp-3887,0.978,0.271,Li3GaN2,0.352,1.27,"(Li, Ga, N)"
2328,mp-3889,0.897,0.266,NaBO2,0.586,3.35,"(Na, B, O)"
2329,mp-38950,0.0799,0.8740000000000001,Ce2Y2O7,102.0,4.31,"(Ce, Y, O)"
2330,mp-38951,1.09,0.161,Mg(GaO2)2,0.261,8.02,"(Mg, Ga, O)"
2331,mp-390,1.02,0.369,TiO2,1.85,1.95,"(Ti, O)"
2332,mp-39003,0.99,0.0316,Mg3Al14O24,0.389,97.6,"(Mg, Al, O)"
2333,mp-3901,0.701,0.536,NdNbO4,2.76,6.77,"(Nd, Nb, O)"
2334,mp-39033,0.794,0.52,Sr(NdSe2)2,0.753,2.79,"(Sr, Nd, Se)"
2335,mp-39123,0.0273,0.308,Na3Zr2Si2PO12,58.6,6.4,"(Na, Zr, Si, P, O)"
2336,mp-39140,0.941,0.000574,Na4Al3Si3HO13,0.508,1010.0,"(Na, Al, Si, H, O)"
2337,mp-39159,0.757,0.146,CaLaTiCrO6,1.33,6.16,"(Ca, La, Ti, Cr, O)"
2338,mp-3917,1.09,0.0889,Cd2GeO4,0.226,5.97,"(Cd, Ge, O)"
2339,mp-3919,0.863,0.127,KBO2,0.612,9.3,"(K, B, O)"
2340,mp-3922,1.1,0.5660000000000001,AgSbS2,1.19,1.54,"(Ag, Sb, S)"
2341,mp-3924,0.5670000000000001,2.15,LiNbO2,3.21,1.08,"(Li, Nb, O)"
2342,mp-3926,1.02,0.14,NbAg7S6,0.297,2.41,"(Nb, Ag, S)"
2343,mp-3928,0.903,0.0331,Na5P3O10,0.513,86.5,"(Na, P, O)"
2344,mp-39288,0.397,0.6559999999999999,BaLaMgNbO6,3.68,2.23,"(Ba, La, Mg, Nb, O)"
2345,mp-3932,0.921,0.1159999999999999,Ca3Si2O7,0.51,6.37,"(Ca, Si, O)"
2346,mp-3933,0.984,0.299,Mg2PN3,0.395,1.48,"(Mg, P, N)"
2347,mp-3934,1.31,0.455,Cu3PS4,0.3939999999999999,1.17,"(Cu, P, S)"
2348,mp-3941,0.5589999999999999,0.083,LiYF4,1.67,18.2,"(Li, Y, F)"
2349,mp-39460,0.901,0.0617,Ca5P3ClO12,0.507,7.41,"(Ca, P, Cl, O)"
2350,mp-3955,0.858,0.0623,AlPO4,0.532,11.6,"(Al, P, O)"
2351,mp-3960,0.387,0.862,CaUO4,1230.0,2.72,"(Ca, U, O)"
2352,mp-3962,0.05,0.495,LaPO4,50.7,5.68,"(La, P, O)"
2353,mp-3967,0.207,0.1669999999999999,NaNO,8.82,10.9,"(Na, N, O)"
2354,mp-3977,0.85,0.0401,CsB3O5,0.5479999999999999,11.8,"(Cs, B, O)"
2355,mp-39770,0.209,0.517,Zr2P3H4NO12,8.08,3.87,"(Zr, P, H, N, O)"
2356,mp-3980,0.624,0.0461,LiSbF6,1.15,15.6,"(Li, Sb, F)"
2357,mp-39823,0.889,3.33e-05,Na8Al6Si6CO27,0.561,20500.0,"(Na, Al, Si, C, O)"
2358,mp-3992,1.05,0.596,PrSF,0.52,2.37,"(Pr, S, F)"
2359,mp-4002,0.15,0.231,Li2ZrF6,16.8,10.6,"(Li, Zr, F)"
2360,mp-4004,1.09,0.195,Ag5SbS4,0.26,5.19,"(Ag, Sb, S)"
2361,mp-401,1.32,1.04,Sc2S3,0.6859999999999999,0.725,"(Sc, S)"
2362,mp-40143,0.144,0.249,Cs2KZrOF5,13.8,20.4,"(Cs, K, Zr, O, F)"
2363,mp-4016,1.57,1.53,TlGaS2,0.433,0.65,"(Tl, Ga, S)"
2364,mp-40186,0.721,0.0984,LiCaPrTeO6,0.853,14.6,"(Li, Ca, Pr, Te, O)"
2365,mp-4019,1.29,0.348,CaTiO3,0.901,3.29,"(Ca, Ti, O)"
2366,mp-4024,1.16,1.17,DyAgTe2,0.508,0.491,"(Dy, Ag, Te)"
2367,mp-40251,0.0854,0.863,BaLaMgTaO6,22.2,2.2,"(Ba, La, Mg, Ta, O)"
2368,mp-4030,0.98,0.599,Rb2Pt3S4,1.44,1.98,"(Rb, Pt, S)"
2369,mp-4043,0.915,1.31,NbCu3Se4,1.17,0.818,"(Nb, Cu, Se)"
2370,mp-4044,0.957,1.4,ErAgSe2,1.52,0.624,"(Er, Ag, Se)"
2371,mp-40451,0.517,0.327,NaGd3Ti2(SbO7)2,1.43,21.3,"(Na, Gd, Ti, Sb, O)"
2372,mp-4051,0.879,0.159,AlPO4,0.564,3.13,"(Al, P, O)"
2373,mp-40519,0.968,0.314,Na3Sr7Ta3Ti7O30,2.54,10.9,"(Na, Sr, Ta, Ti, O)"
2374,mp-4056,0.6970000000000001,0.335,CaSc2O4,1.34,2.89,"(Ca, Sc, O)"
2375,mp-4066,1.04,0.0336,KGaO2,0.387,13.8,"(K, Ga, O)"
2376,mp-40830,1.34,0.249,NaSr3LaTi5O15,0.81,5.22,"(Na, Sr, La, Ti, O)"
2377,mp-40886,0.482,0.1969999999999999,ZnC2S2(OF)6,5.57,8610.0,"(Zn, C, S, O, F)"
2378,mp-409,1.7,0.456,NaS,1.71,1.98,"(Na, S)"
2379,mp-41109,0.883,0.16,Ca3Er3Ge2BO13,0.514,3.33,"(Ca, Er, Ge, B, O)"
2380,mp-4117,0.873,0.0670999999999999,Li2Si2O5,0.5660000000000001,8.89,"(Li, Si, O)"
2381,mp-4122,0.879,0.03,GaPO4,0.53,18.5,"(Ga, P, O)"
2382,mp-4123,1.09,2.77,ErTlS2,1.02,0.5329999999999999,"(Er, Tl, S)"
2383,mp-41236,0.755,0.494,Ba2La2Zn(WO6)2,4.33,3.11,"(Ba, La, Zn, W, O)"
2384,mp-4156,0.83,0.296,Li2ZrO3,1.27,2.46,"(Li, Zr, O)"
2385,mp-4160,0.777,0.728,Tl3PSe4,1.26,1.99,"(Tl, P, Se)"
2386,mp-41634,0.745,0.00659,K2SnH2OF6,0.804,2060.0,"(K, Sn, H, O, F)"
2387,mp-4170,2.28,0.489,NaTaO3,0.44,2.05,"(Na, Ta, O)"
2388,mp-41795,0.899,0.0776,LiAlPO4F,0.522,14.3,"(Li, Al, P, O, F)"
2389,mp-4180,0.915,0.0534,Ca2SiO4,0.478,22.6,"(Ca, Si, O)"
2390,mp-4182,1.55,0.389,CrAgS2,0.412,1.65,"(Cr, Ag, S)"
2391,mp-4187,1.04,0.124,Ge2N2O,0.331,4.22,"(Ge, N, O)"
2392,mp-4190,0.981,0.0978,CaSnO3,0.391,3.92,"(Ca, Sn, O)"
2393,mp-4192,1.19,1.01,Ca3AsN,0.499,0.535,"(Ca, As, N)"
2394,mp-4198,0.75,0.4270000000000001,Ag3PO4,0.217,0.382,"(Ag, P, O)"
2395,mp-4200,0.426,0.7,ScPO4,9.0,3.95,"(Sc, P, O)"
2396,mp-4202,0.939,0.0493,BaAl2O4,0.433,21.1,"(Ba, Al, O)"
2397,mp-42036,0.77,0.00615,Nd6Al7Si5N3O25,0.7,139.0,"(Nd, Al, Si, N, O)"
2398,mp-42089,0.00062,1.32,K4Gd2C3O9F4,6600.0,47.1,"(K, Gd, C, O, F)"
2399,mp-42190,0.0744,0.243,K2NaTiOF5,553.0,7.49,"(K, Na, Ti, O, F)"
2400,mp-422,1.64,0.984,BeS,0.392,0.653,"(Be, S)"
2401,mp-4223,0.878,0.012,Na3PO4,0.498,37.6,"(Na, P, O)"
2402,mp-42255,0.911,0.291,NaCaNb2O6F,0.906,2.6,"(Na, Ca, Nb, O, F)"
2403,mp-4236,0.973,0.0725,BaZnO2,0.375,5.03,"(Ba, Zn, O)"
2404,mp-42458,0.8909999999999999,0.0994,SrAl3P2(HO2)7,0.532,4.73,"(Sr, Al, P, H, O)"
2405,mp-4249,0.847,0.134,Hg(CO2)2,1.57,11.8,"(Hg, C, O)"
2406,mp-42508,0.895,0.0253,Na4BeAlSi4ClO12,0.527,21.6,"(Na, Be, Al, Si, Cl, O)"
2407,mp-4255,1.42,0.261,Ba(CuS)2,1.0,1.67,"(Ba, Cu, S)"
2408,mp-42599,0.3279999999999999,0.833,NaYTiNbO6F,5.92,1.63,"(Na, Y, Ti, Nb, O, F)"
2409,mp-4266,0.6609999999999999,0.1169999999999999,KAsF6,1.04,6.98,"(K, As, F)"
2410,mp-4279,1.06,0.0472,CaGe2O5,0.321,11.9,"(Ca, Ge, O)"
2411,mp-43068,0.892,0.00974,Na3Al3Si3AgBrO12,0.536,413.0,"(Na, Al, Si, Ag, Br, O)"
2412,mp-43114,0.477,0.0979,Ca3TiAl2Si3O13F2,37300.0,16.5,"(Ca, Ti, Al, Si, O, F)"
2413,mp-4325,0.6869999999999999,0.125,Zr(SO4)2,13.3,14.1,"(Zr, S, O)"
2414,mp-4326,1.47,1.03,KErS2,0.616,1.8,"(K, Er, S)"
2415,mp-4338,0.674,0.0768,Cr2CdS4,0.305,2.67,"(Cr, Cd, S)"
2416,mp-4342,1.68,0.391,KNbO3,7.0,73.0,"(K, Nb, O)"
2417,mp-4350,0.4639999999999999,0.4539999999999999,La2(SeO3)3,11.0,6.11,"(La, Se, O)"
2418,mp-4356,0.989,0.2239999999999999,CaSiO3,0.39,1.72,"(Ca, Si, O)"
2419,mp-4361,0.522,0.115,K4Ta2S11,4.08,25.9,"(K, Ta, S)"
2420,mp-438,1.04,0.542,Nd2S3,0.4039999999999999,0.897,"(Nd, S)"
2421,mp-4396,0.18,0.1119999999999999,Ba(NO3)2,10.4,16.6,"(Ba, N, O)"
2422,mp-4405,1.29,0.877,Rb3AuO,0.159,0.233,"(Rb, Au, O)"
2423,mp-4412,2.33,1.8,La4Se3O4,1.96,16.6,"(La, Se, O)"
2424,mp-4423,0.715,0.742,La2Ti2O7,1.28,1.24,"(La, Ti, O)"
2425,mp-4425,1.02,0.193,Ta2Pt3Se8,0.735,3.01,"(Ta, Pt, Se)"
2426,mp-4434,0.596,0.408,TbAlO3,2.37,2.82,"(Tb, Al, O)"
2427,mp-4438,0.969,0.0768,CaSnO3,0.434,5.65,"(Ca, Sn, O)"
2428,mp-4449,0.918,0.487,Tl2SeO4,1.21,3.58,"(Tl, Se, O)"
2429,mp-4482,0.978,0.0343,NaSbO3,0.428,12.0,"(Na, Sb, O)"
2430,mp-4511,0.871,0.612,La2SO2,1.42,2.31,"(La, S, O)"
2431,mp-4519,1.18,0.29,KPrO2,0.755,4.59,"(K, Pr, O)"
2432,mp-4527,0.84,0.155,Li8SnO6,0.619,4.0,"(Li, Sn, O)"
2433,mp-4529,0.89,0.0463,K2SO4,0.523,10.5,"(K, S, O)"
2434,mp-4530,1.05,0.0687,Cd2SiO4,0.303,12.5,"(Cd, Si, O)"
2435,mp-4556,0.826,0.0289999999999999,Li2SO4,0.6559999999999999,22.8,"(Li, S, O)"
2436,mp-4558,0.853,0.118,Li4GeO4,0.583,6.94,"(Li, Ge, O)"
2437,mp-4559,0.86,0.306,BaCO3,0.97,5.57,"(Ba, C, O)"
2438,mp-4575,1.08,0.0309,MgGeO3,0.369,18.6,"(Mg, Ge, O)"
2439,mp-4584,1.02,0.278,Tl3BO3,0.44,1.64,"(Tl, B, O)"
2440,mp-4586,1.64,1.3,LiAlTe2,0.55,0.726,"(Li, Al, Te)"
2441,mp-4591,0.5619999999999999,0.125,SrNb2O6,3.66,12.6,"(Sr, Nb, O)"
2442,mp-4599,0.0083299999999999,0.358,Ce(TeO3)2,315.0,6.26,"(Ce, Te, O)"
2443,mp-4602,0.731,0.6609999999999999,Tb2Ti2O7,1.22,1.35,"(Tb, Ti, O)"
2444,mp-4604,0.263,0.225,Li7VN4,6.27,7.35,"(Li, V, N)"
2445,mp-4609,0.708,0.6859999999999999,HfSiO4,6.04,3.23,"(Hf, Si, O)"
2446,mp-4624,0.391,0.8490000000000001,TaBO4,4.88,2.56,"(Ta, B, O)"
2447,mp-4626,0.629,0.412,CaCO3,1.14,11.1,"(Ca, C, O)"
2448,mp-4636,1.27,0.461,ScCuO2,0.8029999999999999,2.61,"(Sc, Cu, O)"
2449,mp-4644,1.24,0.472,Si2N2O,0.616,146.0,"(Si, N, O)"
2450,mp-4649,0.5,0.357,PdSe2O5,12.7,79.5,"(Pd, Se, O)"
